ID_Usuario;DNI_Usuario;Edad;Género_sucio;Género;Ubicación_sucio;Ubicación;Tipo_Viajero_sucio;Tipo_Viajero;ID_Reserva;Fecha_Reserva;Fecha_Viaje;Antelacion_Reserva_sucio;Antelacion_Reserva;Duracion_Viaje_sucio;Numero_Personas;Tipo_Paquete_sucio;Tipo_Paquete;Costo_Total;Metodo_Pago;Destino_sucio;Destino;Tipo_Alojamiento_sucio;Clase_Vuelo;Actividades_Reservadas_sucio;Actividades_Reser_sucio2;Actividades_Reservadas;Numero_Noches_Estancia_sucio;Numero_Noches_Estancia;Promocion_Aplicada_sucio;Promocion_Aplicada;Fuente_Reserva;Estado_Reserva;Mes_Reserva_sucio;Mes_Reserva;Mes_Viaje_sucio;Mes_Viaje;Estacionalidad;Cancelacion_Reserva_sucio;Cancelacion_reserva;Calificacion_Usuario;Comentarios;Rango_Edad;Gasto_persona;Gasto_duracion
U0065;15389791P;47;Male;Masculino;UK;Reino unido;Negocios;Negocios;R00065;08/02/2024;29/11/2024;354;295;14;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;11.130,90;Transferencia bancaria;Tokyo;Tokio;Airbnb;Ejecutiva;City tour;City tour;Tour en Cuidad;1;13;VERDADERO;Verdadero;Sitio web;Cancelada;10;2;7;11;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Mediana Edad;5.565,45;795,06
U0066;22761124W;48;Female;Femenino;Germany;Alemania;Turista;Turista;R00066;20/07/2024;29/09/2024;225;71;2;1;Vuelo + Hotel;Vuelo + Hotel;19.540,80;PayPal;London;Londres;Hotel;Económica;;;;3;1;VERDADERO;Verdadero;App móvil;Pendiente;8;7;3;9;Temporada baja;FALSO;Falso;4;Recomendado;Mediana Edad;19.540,80;9.770,40
U0067;71339723W;39;Male;Masculino;UK;Reino unido;Turista;Turista;R00067;28/05/2024;30/08/2024;223;94;8;2;Vuelo + Hotel;Vuelo + Hotel;17.077,60;Tarjeta de crédito;Paris;Paris;Airbnb;Primera clase;;;;4;7;VERDADERO;Verdadero;Sitio web;Cancelada;4;5;2;8;Temporada baja;VERDADERO;Verdadero;2;No me gustó el servicio;Adultos;8.538,80;2.134,70
U0068;17294904P;43;Other;Otro;USA;EEUU;Negocios;Negocios;R00068;21/01/2024;25/09/2024;137;248;1;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;10.485,50;Tarjeta de crédito;New York;Nueva York;Airbnb;Ejecutiva;;Desconocido;Desconocido;5;0;VERDADERO;Verdadero;Sitio web;Confirmada;3;1;2;9;Temporada alta;VERDADERO;Verdadero;1;No me gustó el servicio;Mediana Edad;5.242,75;10.485,50
U0069;40493635L;60;Female;Femenino;Germany;Alemania;Turista;Turista;R00069;24/03/2024;29/10/2024;66;219;14;3;Solo vuelo;Vuelo;10.112,80;PayPal;New York;Nueva York;;Ejecutiva;;;;3;13;VERDADERO;Verdadero;App móvil;Cancelada;9;3;11;10;Temporada baja;VERDADERO;Verdadero;2;Problemas con la reserva;Adultos Mayores;3.370,93;722,34
U0070;23929451K;62;Other;Otro;Mexico;Méjico;Negocios;Negocios;R00070;28/01/2024;22/07/2024;182;176;1;3;Solo vuelo;Vuelo;10.675,90;PayPal;Cancun;Cancun;;Económica;;;;5;0;VERDADERO;Verdadero;Sitio web;Pendiente;8;1;10;7;Temporada baja;FALSO;Falso;5;Todo bien;Adultos Mayores;3.558,63;10.675,90
U0071;52107988Q;44;Male;Masculino;UK;Reino unido;Tusirta;Turista;R00071;25/10/2024;31/10/2024;298;6;5;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;3.161,40;Tarjeta de crédito;Barcelona;Barcelona;Resort;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;4;4;FALSO;Falso;App móvil;Pendiente;9;10;2;10;Temporada baja;FALSO;Falso;3;Recomendado;Mediana Edad;790,35;632,28
U0072;63757066P;40;Female;Femenino;UK;Reino unido;Turista;Turista;R00072;21/01/2024;20/07/2024;335;181;13;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;2.285,30;Tarjeta de crédito;Paris;Paris;Airbnb;Ejecutiva;Excursión en bote;Excursión en bote;Excursión en bote;1;12;VERDADERO;Verdadero;Sitio web;Pendiente;3;1;3;7;Temporada alta;VERDADERO;Verdadero;4;Recomendado;Mediana Edad;761,77;175,79
U0073;81236103B;63;Other;Otro;USA;EEUU;Turista;Turista;R00073;23/08/2024;27/10/2024;119;65;13;4;Vuelo + Hotel;Vuelo + Hotel;11.053,10;Transferencia bancaria;Cancun;Cancun;Resort;Económica;;;;5;12;VERDADERO;Verdadero;App móvil;Cancelada;4;8;4;10;Temporada alta;FALSO;Falso;2;No me gustó el servicio;Adultos Mayores;2.763,28;850,24
U0074;52268709J;29;Female;Femenino;Australia;Australia;Turista;Turista;R00074;13/08/2024;29/11/2024;35;108;4;4;Solo vuelo;Vuelo;9.434,30;PayPal;Cancun;Cancun;;Económica;;;;9;3;FALSO;Falso;Agente de viajes;Cancelada;4;8;11;11;Temporada alta;VERDADERO;Verdadero;5;Todo bien;Jovenes Adultos;2.358,58;2.358,58
U0075;10710695D;63;Other;Otro;USA;EEUU;Negocios;Negocios;R00075;01/01/2024;25/02/2024;268;55;7;2;Solo vuelo;Vuelo;14.479,90;PayPal;Rome;Roma;;Ejecutiva;;;;6;6;VERDADERO;Verdadero;Sitio web;Cancelada;2;1;9;2;Temporada baja;FALSO;Falso;4;Recomendado;Adultos Mayores;7.239,95;2.068,56
U0076;82595139T;33;Female;Femenino;Germany;Alemania;Turista;Turista;R00076;21/03/2024;28/06/2024;236;99;13;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;17.831,30;PayPal;Tokyo;Tokio;Resort;Económica;City tour;City tour;Tour en Cuidad;7;12;VERDADERO;Verdadero;Agente de viajes;Pendiente;2;3;12;6;Temporada baja;FALSO;Falso;4;Excelente viaje;Adultos;8.915,65;1.371,64
U0077;30621668C;36;Other;Otro;USA;EEUU;Turista;Turista;R00077;26/04/2024;22/06/2024;222;57;10;4;Vuelo + Hotel;Vuelo + Hotel;4.101,60;PayPal;Tokyo;Tokio;Airbnb;Primera clase;;;;9;9;VERDADERO;Verdadero;Agente de viajes;Cancelada;1;4;10;6;Temporada alta;VERDADERO;Verdadero;4;Recomendado;Adultos;1.025,40;410,16
U0078;54871604K;54;Female;Femenino;Spain;España;Turista;Turista;R00078;12/10/2024;18/12/2024;114;67;7;1;Vuelo + Hotel;Vuelo + Hotel;5.871,70;PayPal;Rome;Roma;Hotel;Económica;;;;9;6;FALSO;Falso;Sitio web;Cancelada;12;10;4;12;Temporada alta;FALSO;Falso;2;Problemas con la reserva;Adultos Mayores;5.871,70;838,81
U0079;23345863N;54;Other;Otro;India;India;Negocios;Negocios;R00079;03/04/2024;15/06/2024;157;73;3;3;Solo vuelo;Vuelo;8.618,60;Tarjeta de crédito;London;Londres;;Primera clase;;;;6;2;VERDADERO;Verdadero;App móvil;Cancelada;1;4;12;6;Temporada alta;FALSO;Falso;2;Problemas con la reserva;Adultos Mayores;2.872,87;2.872,87
U0080;16249109T;36;Female;Femenino;USA;EEUU;Tusirta;Turista;R00080;22/06/2024;31/07/2024;303;39;4;2;Vuelo + Hotel;Vuelo + Hotel;7.877,40;PayPal;Cancun;Cancun;Airbnb;Ejecutiva;;;;2;3;FALSO;Falso;App móvil;Cancelada;11;6;1;7;Temporada baja;VERDADERO;Verdadero;3;Problemas con la reserva;Adultos;3.938,70;1.969,35
U0081;47714616N;59;Other;Otro;UK;Reino unido;Turista;Turista;R00081;27/02/2024;24/11/2024;45;271;9;1;Solo vuelo;Vuelo;5.466,70;PayPal;Paris;Paris;;Primera clase;;;;2;8;VERDADERO;Verdadero;Agente de viajes;Pendiente;3;2;4;11;Temporada baja;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos Mayores;5.466,70;607,41
U0082;85204170A;31;Male;Masculino;UK;Reino unido;Negocios;Negocios;R00082;07/02/2024;12/12/2024;14;309;8;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;19.227,20;Transferencia bancaria;Tokyo;Tokio;Resort;Primera clase;Excursión en bote;Excursión en bote;Excursión en bote;8;7;VERDADERO;Verdadero;Sitio web;Confirmada;9;2;3;12;Temporada baja;FALSO;Falso;3;Excelente viaje;Adultos;6.409,07;2.403,40
U0083;26403920N;57;Other;Otro;India;India;Negocios;Negocios;R00083;26/09/2024;24/11/2024;272;59;14;1;Solo vuelo;Vuelo;708,50;Transferencia bancaria;Paris;Paris;;Primera clase;;;;9;13;FALSO;Falso;Agente de viajes;Cancelada;9;9;3;11;Temporada baja;FALSO;Falso;4;;Adultos Mayores;708,50;50,61
U0084;31175562M;19;Male;Masculino;Germany;Alemania;Negocios;Negocios;R00084;21/02/2024;15/04/2024;90;54;11;2;Vuelo + Hotel;Vuelo + Hotel;9.167,60;PayPal;London;Londres;Hotel;Primera clase;;;;8;10;FALSO;Falso;Agente de viajes;Cancelada;3;2;4;4;Temporada alta;VERDADERO;Verdadero;3;No me gustó el servicio;Jovenes Adultos;4.583,80;833,42
U0085;93332302G;27;Other;Otro;Spain;España;Tusirta;Turista;R00085;25/06/2024;02/12/2024;75;160;5;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;496,30;PayPal;Barcelona;Barcelona;Airbnb;Ejecutiva;Excursión en bote;Excursión en bote;Excursión en bote;9;4;VERDADERO;Verdadero;Agente de viajes;Confirmada;4;6;5;12;Temporada alta;FALSO;Falso;5;Todo bien;Jovenes Adultos;165,43;99,26
U0086;71787508T;29;Female;Femenino;Germany;Alemania;Negocios;Negocios;R00086;07/05/2024;04/06/2024;29;28;4;3;Solo vuelo;Vuelo;7.678,40;Tarjeta de crédito;Barcelona;Barcelona;;Económica;;;;5;3;VERDADERO;Verdadero;Agente de viajes;Cancelada;6;5;4;6;Temporada alta;VERDADERO;Verdadero;5;Recomendado;Jovenes Adultos;2.559,47;1.919,60
U0087;15982950C;46;Other;Otro;Australia;Australia;Turista;Turista;R00087;05/06/2024;30/12/2024;166;208;5;3;Vuelo + Hotel;Vuelo + Hotel;2.084,10;PayPal;Tokyo;Tokio;Hotel;Ejecutiva;;;;7;4;VERDADERO;Verdadero;App móvil;Cancelada;8;6;4;12;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Mediana Edad;694,70;416,82
U0088;81425951V;41;Other;Otro;India;India;Negocios;Negocios;R00088;30/04/2024;16/09/2024;87;139;14;1;Vuelo + Hotel;Vuelo + Hotel;16.833,90;PayPal;Cancun;Cancun;Hotel;Primera clase;;;;6;13;VERDADERO;Verdadero;Sitio web;Cancelada;10;4;7;9;Temporada alta;FALSO;Falso;5;Todo bien;Mediana Edad;16.833,90;1.202,42
U0089;85155629S;46;Male;Masculino;India;India;Turista;Turista;R00089;08/02/2024;04/06/2024;85;117;14;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;15.031,40;Tarjeta de crédito;Tokyo;Tokio;Resort;Primera clase;Tour en bus;Tour en bus;Tour en bus;9;13;VERDADERO;Verdadero;App móvil;Cancelada;6;2;8;6;Temporada alta;FALSO;Falso;2;Problemas con la reserva;Mediana Edad;7.515,70;1.073,67
U0090;55676233H;61;Female;Femenino;USA;EEUU;Turista;Turista;R00090;14/10/2024;28/12/2024;276;75;3;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;6.985,40;Transferencia bancaria;Rome;Roma;Hotel;Primera clase;Tour en bus;Tour en bus;Tour en bus;5;2;VERDADERO;Verdadero;Sitio web;Pendiente;7;10;12;12;Temporada alta;FALSO;Falso;3;Problemas con la reserva;Adultos Mayores;3.492,70;2.328,47
U0091;67695375G;50;Male;Masculino;India;India;Tusirta;Turista;R00091;18/07/2024;25/10/2024;349;99;7;2;Solo vuelo;Vuelo;11.836,70;Transferencia bancaria;Paris;Paris;;Primera clase;;;;9;6;VERDADERO;Verdadero;App móvil;Pendiente;7;7;12;10;Temporada baja;FALSO;Falso;1;Problemas con la reserva;Adultos Mayores;5.918,35;1.690,96
U0092;30077902C;63;Male;Masculino;Spain;España;Negocios;Negocios;R00092;01/04/2024;10/10/2024;191;192;11;1;Vuelo + Hotel;Vuelo + Hotel;8.397,20;Transferencia bancaria;London;Londres;Airbnb;Económica;;;;1;10;VERDADERO;Verdadero;App móvil;Cancelada;8;4;9;10;Temporada alta;FALSO;Falso;4;Recomendado;Adultos Mayores;8.397,20;763,38
U0093;91463706C;51;Male;Masculino;Australia;Australia;Negocios;Negocios;R00093;14/01/2024;14/06/2024;203;152;7;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;740,30;Tarjeta de crédito;Cancun;Cancun;Hotel;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;8;6;VERDADERO;Verdadero;App móvil;Pendiente;10;1;1;6;Temporada baja;FALSO;Falso;4;Recomendado;Adultos Mayores;740,30;105,76
U0094;20653853Z;25;Female;Femenino;India;India;Turista;Turista;R00094;13/05/2024;26/12/2024;281;227;2;1;Vuelo + Hotel;Vuelo + Hotel;1.645,60;PayPal;London;Londres;Airbnb;Económica;;;;1;1;VERDADERO;Verdadero;App móvil;Pendiente;3;5;6;12;Temporada baja;VERDADERO;Verdadero;2;No me gustó el servicio;Jovenes Adultos;1.645,60;822,80
U0095;26305105M;51;Other;Otro;Spain;España;Turista;Turista;R00095;20/06/2024;27/08/2024;356;68;7;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;9.647,20;Transferencia bancaria;Barcelona;Barcelona;Hotel;Primera clase;Excursión en bote;Excursión en bote;Excursión en bote;4;6;VERDADERO;Verdadero;App móvil;Cancelada;11;6;10;8;Temporada alta;FALSO;Falso;1;Problemas con la reserva;Adultos Mayores;9.647,20;1.378,17
U0096;82078394L;47;Female;Femenino;Germany;Alemania;Tusirta;Turista;R00096;14/11/2024;26/11/2024;266;12;4;3;Solo vuelo;Vuelo;11.383,90;Tarjeta de crédito;New York;Nueva York;;Económica;;;;1;3;VERDADERO;Verdadero;App móvil;Cancelada;5;11;10;11;Temporada baja;VERDADERO;Verdadero;3;Recomendado;Mediana Edad;3.794,63;2.845,98
U0097;61780034X;25;Female;Femenino;India;India;Tusirta;Turista;R00097;05/03/2024;30/09/2024;141;209;8;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;6.673,10;Tarjeta de crédito;Tokyo;Tokio;Airbnb;Económica;City tour;City tour;Tour en Cuidad;8;7;FALSO;Falso;Agente de viajes;Cancelada;3;3;5;9;Temporada baja;VERDADERO;Verdadero;4;;Jovenes Adultos;2.224,37;834,14
U0098;46730826R;19;Female;Femenino;Spain;España;Negocios;Negocios;R00098;25/05/2024;27/10/2024;233;155;4;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;14.469,80;Tarjeta de crédito;Cancun;Cancun;Hotel;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;7;3;VERDADERO;Verdadero;Sitio web;Confirmada;5;5;3;10;Temporada alta;VERDADERO;Verdadero;3;Todo bien;Jovenes Adultos;3.617,45;3.617,45
U0099;26089939G;43;Other;Otro;Germany;Alemania;Negocios;Negocios;R00099;08/02/2024;05/03/2024;321;26;9;1;Vuelo + Hotel;Vuelo + Hotel;9.420,40;PayPal;Rome;Roma;Airbnb;Ejecutiva;;;;9;8;FALSO;Falso;Sitio web;Cancelada;10;2;8;3;Temporada alta;VERDADERO;Verdadero;3;Problemas con la reserva;Mediana Edad;9.420,40;1.046,71
U0100;42538395X;21;Other;Otro;Mexico;Méjico;Turista;Turista;R00100;27/05/2024;15/07/2024;96;49;9;4;Solo vuelo;Vuelo;17.675,40;Tarjeta de crédito;London;Londres;;Económica;;;;3;8;VERDADERO;Verdadero;Sitio web;Pendiente;5;5;4;7;Temporada alta;FALSO;Falso;1;No me gustó el servicio;Jovenes Adultos;4.418,85;1.963,93
U0101;46219395K;20;Male;Masculino;Spain;España;Tusirta;Turista;R00101;16/03/2024;02/09/2024;137;170;14;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;15.397,10;Transferencia bancaria;Paris;Paris;Hotel;Primera clase;;Desconocido;Desconocido;2;13;VERDADERO;Verdadero;Agente de viajes;Pendiente;11;3;12;9;Temporada alta;FALSO;Falso;2;Problemas con la reserva;Jovenes Adultos;5.132,37;1.099,79
U0102;59588192E;55;Female;Femenino;Mexico;Méjico;Negocios;Negocios;R00102;27/04/2024;28/08/2024;42;123;8;4;Vuelo + Hotel;Vuelo + Hotel;502,00;PayPal;New York;Nueva York;Hotel;Económica;;;;5;7;VERDADERO;Verdadero;App móvil;Cancelada;9;4;3;8;Temporada baja;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos Mayores;125,50;62,75
U0103;74661796R;37;Female;Femenino;UK;Reino unido;Turista;Turista;R00103;28/02/2024;11/09/2024;8;196;6;4;Solo vuelo;Vuelo;10.919,80;PayPal;Rome;Roma;;Ejecutiva;;;;9;5;FALSO;Falso;Agente de viajes;Pendiente;11;2;7;9;Temporada alta;VERDADERO;Verdadero;5;Recomendado;Adultos;2.729,95;1.819,97
U0104;55455442G;40;Other;Otro;Spain;España;Tusirta;Turista;R00104;09/09/2024;08/12/2024;252;90;11;1;Solo vuelo;Vuelo;1.590,10;PayPal;Paris;Paris;;Ejecutiva;;;;6;10;FALSO;Falso;Sitio web;Cancelada;9;9;3;12;Temporada alta;VERDADERO;Verdadero;4;;Mediana Edad;1.590,10;144,55
U0105;17558368F;39;Other;Otro;Germany;Alemania;Negocios;Negocios;R00105;11/08/2024;28/12/2024;104;139;4;2;Vuelo + Hotel;Vuelo + Hotel;18.199,20;Tarjeta de crédito;Paris;Paris;Hotel;Ejecutiva;;;;6;3;VERDADERO;Verdadero;Sitio web;Cancelada;12;8;11;12;Temporada alta;VERDADERO;Verdadero;5;Todo bien;Adultos;9.099,60;4.549,80
U0106;18639215S;50;Female;Femenino;India;India;Turista;Turista;R00106;31/03/2024;07/12/2024;257;251;8;2;Vuelo + Hotel;Vuelo + Hotel;9.744,80;Tarjeta de crédito;New York;Nueva York;Airbnb;Económica;;;;2;7;FALSO;Falso;Agente de viajes;Confirmada;3;3;4;12;Temporada baja;FALSO;Falso;5;Todo bien;Adultos Mayores;4.872,40;1.218,10
U0107;12771101Y;56;Female;Femenino;India;India;Negocios;Negocios;R00107;25/02/2024;27/10/2024;43;245;11;2;Solo vuelo;Vuelo;1.809,50;PayPal;Rome;Roma;;Ejecutiva;;;;6;10;VERDADERO;Verdadero;App móvil;Cancelada;10;2;3;10;Temporada baja;FALSO;Falso;3;Recomendado;Adultos Mayores;904,75;164,50
U0108;81337270R;28;Female;Femenino;Mexico;Méjico;Turista;Turista;R00108;10/03/2024;05/08/2024;338;148;10;3;Vuelo + Hotel;Vuelo + Hotel;3.138,50;Transferencia bancaria;Paris;Paris;Resort;Económica;;;;7;9;FALSO;Falso;Agente de viajes;Pendiente;7;3;11;8;Temporada baja;FALSO;Falso;1;No me gustó el servicio;Jovenes Adultos;1.046,17;313,85
U0109;33154699S;21;Female;Femenino;Australia;Australia;Turista;Turista;R00109;08/05/2024;19/07/2024;258;72;12;1;Vuelo + Hotel;Vuelo + Hotel;19.022,40;Transferencia bancaria;New York;Nueva York;Resort;Económica;;;;7;11;FALSO;Falso;Sitio web;Cancelada;6;5;4;7;Temporada alta;VERDADERO;Verdadero;1;No me gustó el servicio;Jovenes Adultos;19.022,40;1.585,20
U0110;36688603S;34;Male;Masculino;UK;Reino unido;Negocios;Negocios;R00110;18/02/2024;17/11/2024;251;273;11;4;Solo vuelo;Vuelo;15.711,20;Transferencia bancaria;New York;Nueva York;;Ejecutiva;;;;2;10;FALSO;Falso;App móvil;Pendiente;12;2;7;11;Temporada alta;FALSO;Falso;5;Excelente viaje;Adultos;3.927,80;1.428,29
U0111;44786957T;25;Male;Masculino;Australia;Australia;Negocios;Negocios;R00111;27/10/2024;17/12/2024;219;51;10;1;Vuelo + Hotel;Vuelo + Hotel;644,00;PayPal;London;Londres;Airbnb;Ejecutiva;;;;3;9;FALSO;Falso;Sitio web;Cancelada;6;10;6;12;Temporada alta;FALSO;Falso;2;No me gustó el servicio;Jovenes Adultos;644,00;64,40
U0112;27803083Q;23;Male;Masculino;Spain;España;Negocios;Negocios;R00112;26/03/2024;30/05/2024;245;65;1;1;Solo vuelo;Vuelo;10.373,40;PayPal;Paris;Paris;;Primera clase;;;;4;0;VERDADERO;Verdadero;Sitio web;Cancelada;7;3;12;5;Temporada alta;VERDADERO;Verdadero;2;No me gustó el servicio;Jovenes Adultos;10.373,40;10.373,40
U0113;59472537B;26;Male;Masculino;USA;EEUU;Turista;Turista;R00113;20/08/2024;17/10/2024;217;58;14;1;Vuelo + Hotel;Vuelo + Hotel;306,60;PayPal;London;Londres;Airbnb;Económica;;;;7;13;FALSO;Falso;Sitio web;Pendiente;4;8;1;10;Temporada baja;FALSO;Falso;4;Todo bien;Jovenes Adultos;306,60;21,90
U0114;75252786Y;23;Male;Masculino;UK;Reino unido;Tusirta;Turista;R00114;11/01/2024;21/10/2024;66;284;6;2;Vuelo + Hotel;Vuelo + Hotel;14.078,60;PayPal;New York;Nueva York;Airbnb;Ejecutiva;;;;2;5;VERDADERO;Verdadero;Sitio web;Pendiente;7;1;7;10;Temporada alta;FALSO;Falso;4;Recomendado;Jovenes Adultos;7.039,30;2.346,43
U0115;69611057Q;50;Other;Otro;Germany;Alemania;Tusirta;Turista;R00115;12/12/2024;29/12/2024;228;17;1;4;Solo vuelo;Vuelo;10.556,10;PayPal;Rome;Roma;;Ejecutiva;;;;5;0;VERDADERO;Verdadero;Sitio web;Confirmada;9;12;8;12;Temporada baja;VERDADERO;Verdadero;5;Excelente viaje;Adultos Mayores;2.639,03;10.556,10
U0116;31421474R;27;Female;Femenino;Germany;Alemania;Tusirta;Turista;R00116;06/02/2024;05/10/2024;124;242;14;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;14.482,30;Tarjeta de crédito;Tokyo;Tokio;Resort;Primera clase;City tour;City tour;Tour en Cuidad;3;13;FALSO;Falso;Sitio web;Pendiente;10;2;3;10;Temporada baja;FALSO;Falso;4;Recomendado;Jovenes Adultos;3.620,58;1.034,45
U0117;98610871G;51;Female;Femenino;Mexico;Méjico;Tusirta;Turista;R00117;28/05/2024;04/07/2024;219;37;4;3;Solo vuelo;Vuelo;12.248,20;Tarjeta de crédito;Tokyo;Tokio;;Primera clase;;;;2;3;VERDADERO;Verdadero;App móvil;Cancelada;4;5;2;7;Temporada alta;VERDADERO;Verdadero;5;Recomendado;Adultos Mayores;4.082,73;3.062,05
U0118;26329212P;38;Male;Masculino;Germany;Alemania;Negocios;Negocios;R00118;29/03/2024;07/08/2024;298;131;4;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;8.067,40;PayPal;Barcelona;Barcelona;Hotel;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;3;3;VERDADERO;Verdadero;App móvil;Pendiente;3;3;1;8;Temporada alta;FALSO;Falso;1;No me gustó el servicio;Adultos;4.033,70;2.016,85
U0119;20399984L;64;Other;Otro;USA;EEUU;Turista;Turista;R00119;25/02/2024;25/04/2024;168;60;5;3;Vuelo + Hotel;Vuelo + Hotel;1.152,40;Tarjeta de crédito;New York;Nueva York;Hotel;Ejecutiva;;;;8;4;FALSO;Falso;Sitio web;Cancelada;6;2;9;4;Temporada alta;VERDADERO;Verdadero;5;Recomendado;Adultos Mayores;384,13;230,48
U0120;11512450F;28;Other;Otro;UK;Reino unido;Negocios;Negocios;R00120;10/08/2024;05/11/2024;107;87;2;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;10.966,40;PayPal;Barcelona;Barcelona;Airbnb;Ejecutiva;;Desconocido;Desconocido;3;1;VERDADERO;Verdadero;Agente de viajes;Pendiente;5;8;2;11;Temporada baja;VERDADERO;Verdadero;5;Excelente viaje;Jovenes Adultos;5.483,20;5.483,20
U0121;20141649C;18;Other;Otro;India;India;Turista;Turista;R00121;19/08/2024;28/09/2024;316;40;3;3;Solo vuelo;Vuelo;4.644,20;Transferencia bancaria;Barcelona;Barcelona;;Ejecutiva;;;;1;2;VERDADERO;Verdadero;App móvil;Cancelada;4;8;6;9;Temporada alta;VERDADERO;Verdadero;1;;Jovenes Adultos;1.548,07;1.548,07
U0122;27611388A;49;Other;Otro;Mexico;Méjico;Negocios;Negocios;R00122;02/03/2024;30/04/2024;339;59;11;2;Solo vuelo;Vuelo;182,00;Transferencia bancaria;Paris;Paris;;Económica;;;;1;10;VERDADERO;Verdadero;Sitio web;Pendiente;8;3;2;4;Temporada alta;FALSO;Falso;1;No me gustó el servicio;Mediana Edad;91,00;16,55
U0123;78730093N;41;Female;Femenino;Germany;Alemania;Tusirta;Turista;R00123;21/04/2024;26/04/2024;253;5;4;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;16.437,20;Transferencia bancaria;London;Londres;Hotel;Ejecutiva;Excursión en bote;Excursión en bote;Excursión en bote;5;3;FALSO;Falso;Sitio web;Cancelada;1;4;10;4;Temporada baja;VERDADERO;Verdadero;2;No me gustó el servicio;Mediana Edad;16.437,20;4.109,30
U0124;65793518V;23;Female;Femenino;Mexico;Méjico;Turista;Turista;R00124;28/02/2024;29/03/2024;92;30;12;1;Solo vuelo;Vuelo;18.606,40;Transferencia bancaria;Rome;Roma;;Económica;;;;4;11;VERDADERO;Verdadero;Sitio web;Pendiente;7;2;6;3;Temporada alta;FALSO;Falso;4;Recomendado;Jovenes Adultos;18.606,40;1.550,53
U0125;25384594T;18;Female;Femenino;India;India;Turista;Turista;R00125;27/01/2024;04/07/2024;32;159;3;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;2.610,60;Tarjeta de crédito;Barcelona;Barcelona;Resort;Ejecutiva;;Desconocido;Desconocido;9;2;FALSO;Falso;App móvil;Pendiente;6;1;10;7;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Jovenes Adultos;652,65;870,20
U0126;84006681D;46;Other;Otro;Spain;España;Tusirta;Turista;R00126;09/04/2024;09/05/2024;321;30;11;4;Vuelo + Hotel;Vuelo + Hotel;625,70;Tarjeta de crédito;Paris;Paris;Airbnb;Ejecutiva;;;;3;10;FALSO;Falso;Sitio web;Confirmada;8;4;12;5;Temporada alta;FALSO;Falso;3;Problemas con la reserva;Mediana Edad;156,43;56,88
U0127;52820759V;49;Male;Masculino;Germany;Alemania;Turista;Turista;R00127;08/02/2024;01/05/2024;148;83;4;1;Vuelo + Hotel;Vuelo + Hotel;17.183,80;Transferencia bancaria;Cancun;Cancun;Resort;Económica;;;;9;3;VERDADERO;Verdadero;App móvil;Cancelada;8;2;6;5;Temporada alta;FALSO;Falso;2;No me gustó el servicio;Mediana Edad;17.183,80;4.295,95
U0128;79111047V;45;Male;Masculino;Germany;Alemania;Turista;Turista;R00128;16/04/2024;09/07/2024;355;84;1;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;11.494,50;Transferencia bancaria;Barcelona;Barcelona;Hotel;Ejecutiva;;Desconocido;Desconocido;9;0;VERDADERO;Verdadero;Agente de viajes;Pendiente;4;4;12;7;Temporada baja;VERDADERO;Verdadero;4;Todo bien;Mediana Edad;3.831,50;11.494,50
U0129;32794713W;49;Male;Masculino;USA;EEUU;Tusirta;Turista;R00129;01/03/2024;13/06/2024;223;104;9;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;3.167,60;PayPal;Rome;Roma;Airbnb;Primera clase;City tour;City tour;Tour en Cuidad;2;8;VERDADERO;Verdadero;Agente de viajes;Confirmada;10;3;9;6;Temporada alta;FALSO;Falso;3;Problemas con la reserva;Mediana Edad;3.167,60;351,96
